Days of the week,Thursday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beetles described in 1826,Beetles of Europe,Carabus,Carabus stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 births,2005 deaths,20th-century American biographers,20th-century American male writers,20th-century American novelists,20th-century American poets,21st-century American biographers,21st-century American male writers,21st-century American novelists,21st-century American poets,American male non-fiction writers,American male novelists,American male poets,Deaths from pancreatic cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969 births,20th-century American male actors,21st-century American male actors,American Lutherans,American male video game actors,American male voice actors,American people of Italian descent,American podcasters,Living people,"Male actors from Santa Barbara, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727 births,1815 deaths,Continental Army generals,Continental Army officers from Massachusetts,Massachusetts militiamen in the American Revolution,"People from Framingham, Massachusetts",People of Massachusetts in the French and Indian War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese swordsmen,Samurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melanthiini,Melanthiini stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coccinellidae,Coccinellidae stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661 births,1717 deaths,Cavendish family,Daughters of British dukes,English duchesses by marriage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewish surnames,Levite surnames,Surnames,Yiddish-language surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hradec Králové Region geography stubs,Populated places in Náchod District,Villages in Náchod District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berries,Medicinal plants,Morus (plant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954 births,20th-century Moroccan physicians,21st-century Moroccan physicians,Government ministers of Morocco,Living people,Moroccan Berber politicians,Moroccan physicians,Moroccan politician stubs,Party of Progress and Socialism politicians,Riffian people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899 births,1968 deaths,20th-century American guitarists,20th-century male musicians,American jazz banjoists,American jazz guitarists,American male guitarists,Guitarists from Missouri,Jazz musicians from Missouri,Male jazz musicians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endemic orchids of Brazil,Epidendreae stubs,Octomeria,Orchids of Paraná (state),Orchids of São Paulo (state),Plants described in 1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005 in Spanish sport,Nations at the 2005 Mediterranean Games,Spain at the Mediterranean Games,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greek revolutionary organizations,Political history of Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lerik District geography stubs,Populated places in Lerik District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beetles described in 1950,Glenea,Glenea stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010s comedy film stubs,2010s comedy films,2013 films,American comedy films,American films,English-language films,Films about Alzheimer's disease,Films shot in New York (state),Films shot in New York City,Films shot in North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dutch death metal musical groups,Dutch heavy metal musical groups,Dutch melodic death metal musical groups,Musical groups established in 1997,Musical quintets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Archaeological sites on the National Register of Historic Places in Maine,"Manchester, Maine","National Register of Historic Places in Kennebec County, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LGBT culture in India,LGBT history in India,LGBT political advocacy groups in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buryatia stubs,Rural localities in Buryatia,Siberia geography stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950s Tamil-language films,1952 films,Indian films,Tamil-language films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Court titles,Gold in India,Honorifics,Indian history stubs,Indian nobility,Titles in India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cities and towns in Dhamtari district,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artistic techniques,Composition in visual art,Perception,Perspective projection,Vision,Visual perception,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903 births,1968 deaths,British Army personnel of World War II,High Sheriffs of County Fermanagh,Loftus family,Marquess stubs,Marquesses of Ely,North Irish Horse officers,Peerage of Ireland stubs,People educated at Lancing College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnomoniaceae,Sordariomycetes genera,Sordariomycetes stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lists of minor planets by number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allium,Onions,Plants described in 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1924 births,2001 deaths,European yacht racing biography stubs,Medalists at the 1960 Summer Olympics,Olympic gold medalists for the Soviet Union,Olympic medalists in sailing,Olympic sailors of the Soviet Union,Russian male sailors (sport),Russian sportspeople stubs,Sailors at the 1952 Summer Olympics – 6 Metre,Sailors at the 1956 Summer Olympics – Star,Sailors at the 1960 Summer Olympics – Star,Sailors at the 1964 Summer Olympics – Star,Sailors at the 1968 Summer Olympics – Star,Soviet Olympic medalist stubs,Soviet male sailors (sport),,,,,,,,,,,,,,,,,,,,,,,,,,
1967 births,20th-century Taiwanese actresses,21st-century Taiwanese actresses,Living people,"People from Luodong, Yilan County, Taiwan",Taiwanese female dancers,Taiwanese film actresses,Taiwanese stage actresses,Taiwanese television actresses,Taiwanese television presenters,Women television presenters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940s in Ceylon,Lists of 1940s films,Lists of Sri Lankan films by decade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912 births,1980 deaths,1980 murders in Europe,Arab Socialist Ba'ath Party – Syria Region politicians,Arab nationalists,Assassinated Syrian politicians,Ba'athist rulers,Deaths by firearm in France,Foreign ministers of Syria,Leaders ousted by a coup,Members of the National Command of the Ba'ath Party,People from Damascus,People murdered in Paris,Prime Ministers of Syria,Recipients of Syrian presidential pardons,Syrian Arab nationalists,Syrian people murdered abroad,Terrorism deaths in France,,,,,,,,,,,,,,,,,,,,,,,,
"Geography of Simi Valley, California",Golf clubs and courses designed by Pete Dye,Golf clubs and courses in California,"Sports in Simi Valley, California","Sports venues in Ventura County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Affiliates of the University of Mumbai,Educational institutions established in 1961,Maharashtra university stubs,Universities and colleges in Mumbai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946 births,Bar-Ilan University alumni,Deputy Speakers of the Knesset,Harvard University faculty,Hebrew University of Jerusalem alumni,Israel Army Radio commanders,Israel Defense Forces spokespersons,Israeli Jews,Israeli Labor Party politicians,Israeli journalists,Kadima politicians,Living people,Members of the 18th Knesset (2009–2013),Members of the 19th Knesset (2013–2015),Members of the 20th Knesset (2015–2019),People from Jerusalem,Zionist Union politicians,,,,,,,,,,,,,,,,,,,,,,,,,
1661 births,1733 deaths,17th-century rabbis,18th-century rabbis,Austrian Orthodox rabbis,Austrian people stubs,Austrian rabbis,Early Acharonim,European rabbi stubs,People from Prague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lotteries in Canada,Sports betting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 in Wisconsin,History of Milwaukee,Legal history of Wisconsin,United States Supreme Court cases,United States Supreme Court cases of the Taft Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orkney stubs,Orkneyinga saga places,Parishes of Orkney,"Villages on Mainland, Orkney",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620s ships,Ships built in Deptford,Ships of the line of the Royal Navy,United Kingdom ship of the line stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010 American television episodes,30 Rock (season 5) episodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Endemic fauna of Australia,Gomphidae,IUCN Red List least concern species,Insects described in 1873,Odonata of Australia,Taxa named by Edmond de Sélys Longchamps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parishes formerly in Midlothian,Scottish Borders geography stubs,Villages in the Scottish Borders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989 births,AC Nagano Parceiro players,Association football midfielders,Association football people from Chiba Prefecture,J2 League players,J3 League players,Japan Football League players,"Japanese football midfielder, 1990s birth stubs",Japanese footballers,Living people,Nara Club players,SC Sagamihara players,Shonan Bellmare players,Zweigen Kanazawa players,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19th-century churches in the United States,"Buildings and structures in Enosburg, Vermont",Churches completed in 1870,"Churches in Franklin County, Vermont",Churches on the National Register of Historic Places in Vermont,Congregational churches in Vermont,Italianate architecture in Vermont,"National Register of Historic Places in Franklin County, Vermont",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224 deaths,3rd-century Iranian people,Monarchs killed in action,Parthian kings,People of the Roman–Parthian Wars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advertising agencies of the United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917 births,2000 deaths,Cricketers from Dunedin,"New Zealand cricket biography, 1910s birth stubs",New Zealand cricketers,Otago cricketers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computing in the Soviet Union,Cybernetics,Science and technology in the Soviet Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858 births,1938 deaths,Amateur golfers,Canada's Sports Hall of Fame inductees,Canadian cricketers,Canadian male golfers,Cricketers from Ontario,Golfers at the 1904 Summer Olympics,Golfing people from Ontario,Medalists at the 1904 Summer Olympics,Olympic gold medalists for Canada,Olympic golfers of Canada,Olympic medalists in golf,Sportspeople from Ottawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Buildings and structures in Nelson, New Zealand",Defunct railway stations in New Zealand,"Rail transport in Nelson, New Zealand",Railway stations closed in 1955,Railway stations opened in 1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885 establishments in Oregon,Educational institutions established in 1885,"Grants Pass, Oregon","High schools in Josephine County, Oregon",Public high schools in Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015 Brazilian television series debuts,2015 Brazilian television series endings,Brazilian action television series,Brazilian reality television series,Brazilian television news programmes,Brazilian television series,Portuguese-language television programs,Rede Globo programmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Araneomorphae genera,Corinnidae,Corinnidae stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934 in Czechoslovakia,Indirect elections,Klement Gottwald,Presidential elections in Czechoslovakia,Tomáš Garrigue Masaryk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal towns in West Virginia,"Unincorporated communities in Fayette County, West Virginia",Unincorporated communities in West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Słupca County geography stubs,Villages in Słupca County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000s high school films,2000s supernatural films,2000s teen horror films,2005 films,2005 horror films,American films,American films about revenge,American high school films,American supernatural horror films,American teen horror films,Canadian films,Canadian films about revenge,Canadian supernatural horror films,Canadian teen films,English-language films,Films about bullying,Films about witchcraft,Films set in Illinois,Films shot in Winnipeg,Lions Gate Entertainment films,,,,,,,,,,,,,,,,,,,,,,
Our Lady of Fátima,Roman Catholic prayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932 births,Abkhaz writers,Living people,People from Ochamchira District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991 births,21st-century Russian singers,21st-century women singers,Actresses from Saint Petersburg,Living people,Russian artists' models,Russian female adult models,Russian female models,Russian female singers,Russian pornographic film actresses,Russian television presenters,Women television presenters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surnames of Scottish origin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011 establishments in England,"Clare, Suffolk",Educational institutions established in 2011,Free schools in Suffolk,Secondary schools in Suffolk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962 births,American Olympic medalist stubs,American male sailors (sport),American yacht racing biography stubs,ICSA College Sailor of the Year,Living people,Medalists at the 1992 Summer Olympics,Merchant Marine Mariners sailors,Olympic sailors of the United States,Olympic silver medalists for the United States in sailing,Sailors at the 1992 Summer Olympics – 470,Sailors at the 1996 Summer Olympics – 470,"Sportspeople from Fort Lauderdale, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseball teams disestablished in 2003,Baseball teams in Alberta,Baseball teams in Calgary,Defunct baseball teams in Canada,Defunct independent baseball league teams,Defunct minor league baseball teams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990 establishments in Colorado,Buildings and structures in Denver,Shopping malls established in 1990,Shopping malls in Colorado,Taubman Centers,Tourist attractions in Denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goygol District geography stubs,Populated places in Goygol District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001 births,Chess woman International Masters,Living people,Russian female chess players,Russian people stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995 births,21st-century South Korean singers,21st-century women singers,K-pop singers,King of Mask Singer contestants,Korean-language singers,Living people,Mamamoo members,South Korean female idols,South Korean female pop singers,South Korean jazz singers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Combinatorics,Set theory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coronation Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010s British television miniseries,2010s British television series,2012 British television series debuts,2012 British television series endings,British television docudramas,English-language television programs,Sky Atlantic television programmes,Television shows set in South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baroque architecture in Munich,Gothic architecture in Munich,Roman Catholic churches in Munich,Tourist attractions in Munich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010s South Korean television series,2012 South Korean television series debuts,2012 South Korean television series endings,Korean-language television programs,Munhwa Broadcasting Corporation television dramas,South Korean comedy television series,South Korean romance television series,Television series by Chorokbaem Media,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945 comics debuts,1966 comics endings,Adventure comics,Comics about time travel,Comics adapted into plays,Comics characters introduced in 1945,Comics set in the 1940s,Comics set in the 1950s,Comics set in the 1960s,Drama comics,Dutch comic strips,Dutch comics adapted into films,Dutch comics characters,Fantasy comics,Fictional Dutch people,Fictional ship captains,Male characters in comics,Nautical comics,Science fiction comics,Text comics,,,,,,,,,,,,,,,,,,,,,,
Firearm components,Firearm manufacturers of the United States,Noise reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Districts of Kazakhstan,Kazakhstan geography stubs,Kostanay Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethnic groups in Croatia,Ethnic groups in Serbia,Ethnic groups in Ukraine,Ethnic groups in Vojvodina,Pannonian Rusyns,Rusyn diaspora,Slavic ethnic groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genes on human chromosome 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 births,2009 deaths,Braille,Writers from Dehradun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984 births,Indian male film actors,Living people,Male actors from Chennai,Male actors in Tamil cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909 births,1993 deaths,Association football forwards,Association football midfielders,Bradford (Park Avenue) A.F.C. players,English Football League players,English footballers,Footballers from Leeds,Port Vale F.C. players,Yorkshire Amateur A.F.C. players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927 births,Living people,Members of the Senate of Thailand,People associated with Scouting stubs,Recipients of the Bronze Wolf Award,Scouting and Guiding in Thailand,Thai civil servants,Thai educators,Thai people stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children's charities based in India,Children's rights organizations,Foundations based in India,Organisations based in Delhi,Social welfare charities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940 films,1940s Western (genre) film stubs,1940s Western (genre) films,American Western (genre) films,American black-and-white films,American films,English-language films,Films directed by George Sherman,Republic Pictures films,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913 establishments in Delaware,American football venues in Delaware,Athletics (track and field) venues in Delaware,Baseball venues in Delaware,"Buildings and structures in Newark, Delaware",College tennis venues in the United States,College track and field venues in the United States,Defunct athletics (track and field) venues in the United States,Defunct college baseball venues in the United States,Defunct college football venues,Defunct sports venues in Delaware,Delaware Fightin' Blue Hens baseball,Delaware Fightin' Blue Hens football,Delaware Fightin' Blue Hens tennis,Delaware Fightin' Blue Hens track and field,Sports venues in Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,
1895 births,1972 deaths,Farmers from Illinois,Illinois Republicans,Illinois lawyers,Illinois politician stubs,Illinois state senators,Military personnel from Illinois,Missouri lawyers,"People from Mount Olive, Illinois",Saint Louis University alumni,School board members in Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937 births,Association football defenders,Association footballers from Dublin (city),Bohemian F.C. players,Boston Rovers players,Dublin University A.F.C. coaches,League of Ireland XI players,League of Ireland players,Living people,People from Dublin (city),Republic of Ireland B international footballers,Republic of Ireland association footballers,Republic of Ireland football managers,Republic of Ireland international footballers,Republic of Ireland youth international footballers,Shamrock Rovers F.C. players,United Soccer Association players,,,,,,,,,,,,,,,,,,,,,,,,,
Spanish music theorists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communes in Sălaj County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Former electoral divisions of Fiji (1999–2006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basketball teams established in 1953,Basketball teams in the Czech Republic,Slavia Prague,Sport in Prague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Media in Somalia,Politics of Somalia,Propaganda by country,Somali Civil War,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457 deaths,15th-century births,Italian classical composers,Italian male classical composers,Quattrocento composers,Renaissance composers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet privacy,Online services comparisons,Virtual private network services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898 births,1976 deaths,Communist Party of Germany politicians,Members of the Hamburg Parliament,People from Hanover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969 births,Alumni of Hilton College (South Africa),Commonwealth Games competitors for South Africa,Commonwealth Games gold medallists for South Africa,Commonwealth Games medallists in cricket,Cricketers at the 1998 Commonwealth Games,Easterns cricketers,Gauteng cricketers,KwaZulu-Natal cricketers,Lions cricketers,Living people,People from eThekwini,South Africa One Day International cricketers,"South African cricket biography, 1960s birth stubs",South African cricketers,,,,,,,,,,,,,,,,,,,,,,,,,,,
College ice hockey trophies and awards in the United States,Sportsmanship trophies and awards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bukan County geography stubs,Populated places in Bukan County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813 births,1865 deaths,19th-century American politicians,"Burials at Forest Lawn Cemetery, Buffalo","Burials at Green Lawn Cemetery, Columbus, Ohio",Democratic Party members of the United States House of Representatives,Members of the United States House of Representatives from Ohio,Ohio Democrats,Ohio Republicans,"People from Worthington, Massachusetts","Politicians from Columbus, Ohio",State treasurers of Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006 American novels,American comedy novels,Doubleday (publisher) books,Novels about advertising,Novels by Colson Whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961 establishments in Ohio,Educational institutions established in 1961,"High schools in Columbus, Ohio",Public high schools in Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nafpaktia,Populated places in Aetolia-Acarnania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981–82 in Canadian ice hockey by league,Quebec Major Junior Hockey League seasons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australian Army,Military history of Australia during World War II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298 deaths,13th-century Bulgarian emperors,13th-century births,Bulgarian people of the Byzantine–Bulgarian Wars,Eastern Orthodox monarchs,Smilets dynasty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caryophyllales genera,Cistanthe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008 singles,2008 songs,BMG Japan singles,Japanese film songs,Misia songs,Song recordings produced by Jun Sasaki,Songs written by Jun Sasaki,Songs written by Misia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surnames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774 births,1810 deaths,19th-century executions by Argentina,Executed Spanish people,Executed military leaders,People executed by Argentina by firing squad,"People from San Fernando, Cádiz",Royalists in the Hispanic American Revolution,Spanish military personnel of the Napoleonic Wars,Spanish people executed abroad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529 births,1615 deaths,16th-century French historians,16th-century French lawyers,16th-century French poets,French male non-fiction writers,Writers from Paris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006 singles,American contemporary R&B songs,Billboard Dance Club Songs number-one singles,Paris Hilton songs,Song recordings produced by Scott Storch,Songs written by Paris Hilton,Songs written by Scott Storch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 times per year journals,English-language journals,History of science journals,Publications established in 1948,University of California Press academic journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Discographies of Singaporean artists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989 births,American people of Puerto Rican descent,American photographers,Harvard University faculty,Living people,Non-binary artists,Photographers from the Bronx,Skowhegan School of Painting and Sculpture alumni,Yale University faculty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935 establishments in Liechtenstein,Liechtenstein at the Olympics,Liechtenstein sport stubs,National Olympic Committees,Olympic organization stubs,Sports governing bodies in Liechtenstein,Sports organizations established in 1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015 establishments in Georgia (U.S. state),2016 disestablishments in Georgia (U.S. state),American football teams established in 2015,American football teams in Atlanta,American football teams in Georgia (U.S. state),Defunct indoor American football teams,Former American Indoor Football teams,Sports clubs disestablished in 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869 births,1939 deaths,19th-century German people,20th-century Dutch people,20th-century German people,Dutch art collectors,Dutch people of German descent,German art collectors,People from Essen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20th-century inventions,American inventions,Australian inventions,Cooling technology,Food preservation,Food storage,Heat pumps,Home appliances,Kitchen,Products introduced in 1915,Scottish inventions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957 births,Czech computer scientists,Living people,Theoretical computer scientists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910 births,Athletes (track and field) at the 1932 Summer Olympics,Mexican athletics biography stubs,Mexican male middle-distance runners,Olympic athletes of Mexico,Sportspeople from Mexico City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989 births,Asian Games medalists in football,Asian Games silver medalists for North Korea,Asian women's football biography stubs,Footballers at the 2010 Asian Games,Footballers at the 2012 Summer Olympics,Footballers at the 2014 Asian Games,Living people,Medalists at the 2010 Asian Games,North Korea women's international footballers,North Korean football biography stubs,North Korean sportswomen,North Korean women's footballers,Olympic footballers of North Korea,People from Pyongyang,Women's association football midfielders,,,,,,,,,,,,,,,,,,,,,,,,,,
Hesperiidae genera,Hesperiinae,Hesperiinae stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 ft 6 in gauge railways in England,Tram transport in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921 ships,Java-class cruisers,Maritime incidents in February 1942,Ships built in the Netherlands,World War II cruisers of the Netherlands,World War II shipwrecks in the Java Sea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bashagard County geography stubs,Populated places in Bashagard County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956 births,American performance artists,American women screenwriters,American women writers,Living people,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cities in Fukuoka Prefecture,Fukuoka geography stubs,Populated places established in 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978 births,American male tennis players,Georgia State Panthers women's tennis coaches,Living people,Purdue Boilermakers men's tennis players,Sportspeople from Dallas,Tennis people from Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microtechnology,Nanotechnology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Towns in Grant County, Wisconsin",Towns in Wisconsin,Wisconsin populated places on the Mississippi River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944 ships,C-class destroyers (1943) of the Royal Navy,Cold War destroyers of the United Kingdom,Ships built on the River Clyde,United Kingdom destroyer stubs,World War II destroyers of the United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Airports in Lincoln County, Oregon",Hospital heliports in Oregon,"Lincoln City, Oregon",Oregon airport stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federal architecture in Tennessee,Houses completed in 1815,"National Register of Historic Places in Washington County, Tennessee",Tennessee Registered Historic Place stubs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960s Western (genre) films,1960s historical films,1965 films,American Civil War films,American films,American historical films,Cavalry Western films,Columbia Pictures films,English-language films,Films directed by Sam Peckinpah,Films scored by Daniele Amfitheatrof,Films set in 1864,Films set in 1865,Films set in Mexico,Films set in New Mexico,Films shot in Mexico,Second French intervention in Mexico films,,,,,,,,,,,,,,,,,,,,,,,,,
Arthurian comics,Characters created by Chris Claremont,Characters created by Herb Trimpe,Comics characters introduced in 1976,Fictional prophets,Fictional shapeshifters,Marvel Comics characters who use magic,Marvel Comics superheroes,Marvel UK characters,Merlin,Mythology in Marvel Comics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
